sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13,de_childes_convergence_clm_42,de_childes_convergence_clm_30,de_childes_convergence_clm_13,de_wikipedia_convergence_clm_42,de_wikipedia_convergence_clm_30,de_wikipedia_convergence_clm_13,de_childes_best_mlm_42,de_childes_best_mlm_30,de_childes_best_mlm_13,de_wikipedia_best_mlm_42,de_wikipedia_best_mlm_30,de_wikipedia_best_mlm_13
der direktor ist klein,-29.248920440673828,-32.291080474853516,-30.137590408325195,-25.73287582397461,-23.45370864868164,-25.13998031616211,-30.76247787475586,-31.188512802124023,-28.79161262512207,-25.53368377685547,-24.65670394897461,-24.172035217285156,-42.02740478515625,-43.481773376464844,-42.530723571777344,-20.329914093017578,-17.577667236328125,-22.025936126708984
der direktor sind klein,-33.083702087402344,-34.87900161743164,-33.866294860839844,-31.26238250732422,-25.950572967529297,-29.439098358154297,-36.403106689453125,-33.49427795410156,-31.9371337890625,-31.067115783691406,-26.615989685058594,-30.352937698364258,-45.63214111328125,-50.310447692871094,-46.322113037109375,-25.451313018798828,-24.382421493530273,-29.879093170166016
der direktor ist groß,-26.08242416381836,-30.929744720458984,-29.951364517211914,-25.415708541870117,-23.453712463378906,-24.717105865478516,-27.369861602783203,-27.18434715270996,-27.31940269470215,-25.72259521484375,-24.896018981933594,-24.414180755615234,-39.755638122558594,-39.85975646972656,-42.65148162841797,-20.095304489135742,-18.56163215637207,-22.238725662231445
der direktor sind groß,-31.300106048583984,-36.02629470825195,-35.673561096191406,-32.197662353515625,-25.822643280029297,-30.907733917236328,-33.294097900390625,-31.300704956054688,-32.43620681762695,-32.9818229675293,-27.349123001098633,-33.06996536254883,-44.42329406738281,-47.300804138183594,-48.93702697753906,-24.659786224365234,-25.713472366333008,-30.945249557495117
der direktor schwimmt,-27.152027130126953,-31.732364654541016,-29.505657196044922,-22.32179832458496,-21.778162002563477,-22.626312255859375,-28.8355655670166,-29.978715896606445,-27.458961486816406,-22.52206802368164,-22.746278762817383,-22.332382202148438,-53.41448211669922,-39.825233459472656,-48.202842712402344,-24.919036865234375,-26.30789566040039,-27.338565826416016
der direktor schwimmen,-28.945045471191406,-30.259868621826172,-31.55501937866211,-26.31451416015625,-23.288700103759766,-25.129159927368164,-31.77920913696289,-28.266237258911133,-31.67906379699707,-27.935733795166016,-28.37405776977539,-27.110822677612305,-50.34406280517578,-42.56014633178711,-49.09255599975586,-22.35436248779297,-24.15190887451172,-24.896020889282227
der direktor spricht,-28.588726043701172,-31.267967224121094,-31.27312469482422,-18.516077041625977,-19.212200164794922,-20.808494567871094,-27.692264556884766,-30.520952224731445,-30.381567001342773,-18.043331146240234,-21.009151458740234,-20.552093505859375,-47.048641204833984,-42.29608154296875,-42.63142776489258,-21.10668182373047,-23.3330078125,-24.35828971862793
der direktor sprechen,-29.361896514892578,-30.815284729003906,-32.10236358642578,-25.081438064575195,-20.534748077392578,-23.80316734313965,-28.40643310546875,-31.398155212402344,-31.648433685302734,-25.680967330932617,-21.957416534423828,-22.832141876220703,-50.316917419433594,-46.91273880004883,-47.87190246582031,-26.151920318603516,-27.303123474121094,-28.243789672851562
der direktor lacht,-26.860050201416016,-28.666698455810547,-27.449216842651367,-24.772037506103516,-25.436674118041992,-24.831886291503906,-27.200439453125,-28.928543090820312,-24.397294998168945,-24.188661575317383,-24.78949546813965,-24.5456600189209,-50.76094436645508,-45.86433792114258,-46.091739654541016,-24.721332550048828,-24.598365783691406,-26.055156707763672
der direktor lachen,-30.383708953857422,-30.3665771484375,-33.139644622802734,-24.78409194946289,-22.99944305419922,-26.53246307373047,-30.67699432373047,-30.776321411132812,-33.28379821777344,-24.320627212524414,-21.375240325927734,-27.228683471679688,-49.70355987548828,-46.595787048339844,-50.92213439941406,-27.88542938232422,-25.915966033935547,-29.858787536621094
der bauer ist alt,-15.338972091674805,-15.945358276367188,-14.615338325500488,-23.045909881591797,-24.581268310546875,-23.825180053710938,-15.941116333007812,-16.766891479492188,-15.3936128616333,-24.064376831054688,-25.15890121459961,-24.996068954467773,-16.86325454711914,-16.699810028076172,-16.645063400268555,-18.3024959564209,-20.479503631591797,-21.379718780517578
der bauer sind alt,-24.671157836914062,-23.23086166381836,-23.17101287841797,-29.602933883666992,-29.97230339050293,-30.598974227905273,-25.703628540039062,-25.217927932739258,-28.085556030273438,-30.534603118896484,-30.629474639892578,-32.47980499267578,-22.96889305114746,-20.727767944335938,-19.944881439208984,-25.001461029052734,-27.06157684326172,-25.449865341186523
der bauer ist jung,-17.978473663330078,-18.083526611328125,-18.625240325927734,-23.818140029907227,-25.554534912109375,-23.814064025878906,-17.426551818847656,-19.170978546142578,-18.43909454345703,-23.76049041748047,-26.531415939331055,-25.268692016601562,-22.72247314453125,-20.528430938720703,-22.49407196044922,-22.1561279296875,-24.04894256591797,-21.944616317749023
der bauer sind jung,-25.786914825439453,-24.461170196533203,-24.935543060302734,-30.061161041259766,-31.371177673339844,-29.726646423339844,-24.77904510498047,-27.702285766601562,-27.91619873046875,-30.50699234008789,-31.942176818847656,-32.009971618652344,-27.88129997253418,-21.515844345092773,-25.186553955078125,-24.79058074951172,-30.28254508972168,-26.67357635498047
der bauer ist klein,-16.456392288208008,-15.739908218383789,-15.816097259521484,-22.801368713378906,-23.940784454345703,-22.807476043701172,-17.341960906982422,-17.274608612060547,-16.683244705200195,-23.860177993774414,-24.428550720214844,-23.859607696533203,-14.928114891052246,-17.133590698242188,-16.784990310668945,-17.92813491821289,-18.05499267578125,-19.73171043395996
der bauer sind klein,-24.238264083862305,-20.95575714111328,-21.56022071838379,-29.38972282409668,-28.253602981567383,-28.498760223388672,-24.791580200195312,-23.826507568359375,-24.432924270629883,-30.086910247802734,-28.09823226928711,-30.743247985839844,-21.33200454711914,-22.610076904296875,-19.498409271240234,-22.031753540039062,-24.333263397216797,-24.754968643188477
der bauer ist groß,-13.703924179077148,-13.449905395507812,-13.24539566040039,-21.474212646484375,-23.411989212036133,-22.348190307617188,-14.876754760742188,-14.051350593566895,-13.403291702270508,-22.72013282775879,-23.67437744140625,-23.34634780883789,-12.76269817352295,-14.790771484375,-11.983870506286621,-18.83612632751465,-18.1936092376709,-19.52947235107422
der bauer sind groß,-22.915359497070312,-20.36759376525879,-21.396808624267578,-29.095985412597656,-27.442201614379883,-29.46451187133789,-23.183837890625,-21.727947235107422,-25.149545669555664,-30.5399112701416,-27.82381820678711,-32.14349365234375,-19.951871871948242,-20.711091995239258,-17.860088348388672,-22.616012573242188,-25.185964584350586,-25.640029907226562
der bauer schwimmt,-13.91573429107666,-14.026570320129395,-14.265514373779297,-21.15172004699707,-24.32322120666504,-21.939678192138672,-12.931925773620605,-16.426820755004883,-14.523490905761719,-21.0706844329834,-23.644882202148438,-21.160703659057617,-19.88884735107422,-21.49889373779297,-15.133554458618164,-24.978086471557617,-25.380542755126953,-26.489852905273438
der bauer schwimmen,-19.51654815673828,-17.718994140625,-19.748647689819336,-25.354223251342773,-26.76608657836914,-24.92040252685547,-21.216341018676758,-19.530141830444336,-21.269819259643555,-27.44882583618164,-31.388282775878906,-25.862258911132812,-23.701427459716797,-22.5250301361084,-20.630084991455078,-22.31180763244629,-23.333290100097656,-23.30755043029785
der bauer spricht,-15.7742280960083,-14.702103614807129,-15.993021011352539,-21.341766357421875,-19.15249252319336,-17.243026733398438,-15.607253074645996,-15.428651809692383,-16.88412094116211,-21.324541091918945,-19.193748474121094,-18.3206787109375,-19.36166000366211,-21.700979232788086,-18.79071807861328,-21.810686111450195,-22.147281646728516,-24.086605072021484
der bauer sprechen,-20.516925811767578,-19.728233337402344,-20.774810791015625,-24.739009857177734,-23.568634033203125,-20.22134780883789,-19.985939025878906,-20.69219970703125,-23.300901412963867,-24.899253845214844,-23.725297927856445,-22.14486312866211,-28.127483367919922,-24.93333625793457,-23.706886291503906,-25.255504608154297,-24.619752883911133,-28.121009826660156
der bauer lacht,-15.255555152893066,-14.161306381225586,-15.948877334594727,-28.536691665649414,-23.951885223388672,-26.344066619873047,-15.203125953674316,-15.037458419799805,-16.109333038330078,-28.501813888549805,-24.59137725830078,-26.54676628112793,-20.37039566040039,-20.498672485351562,-23.620906829833984,-27.0898380279541,-23.713489532470703,-24.78419303894043
der bauer lachen,-19.360820770263672,-17.80524444580078,-20.427364349365234,-26.316791534423828,-24.50977897644043,-28.578594207763672,-20.694747924804688,-18.341596603393555,-20.137218475341797,-25.75882339477539,-23.01593589782715,-29.938514709472656,-25.579627990722656,-25.081518173217773,-28.855682373046875,-29.25003433227539,-25.75550079345703,-27.862104415893555
der chirurg ist alt,-33.808799743652344,-33.73859786987305,-32.90846252441406,-22.92238998413086,-25.6614990234375,-27.048988342285156,-36.26920700073242,-40.562191009521484,-40.01527404785156,-25.180295944213867,-25.777437210083008,-26.4471435546875,-40.3707389831543,-35.541961669921875,-34.44561004638672,-18.644508361816406,-19.129592895507812,-20.0897216796875
der chirurg sind alt,-39.89557647705078,-40.93944549560547,-41.51705551147461,-31.1619873046875,-30.88791847229004,-34.280513763427734,-46.27346420288086,-47.27043533325195,-48.555084228515625,-33.52423095703125,-31.870569229125977,-33.48894500732422,-47.26102828979492,-41.97022247314453,-37.03252410888672,-28.8408260345459,-27.73080825805664,-28.530670166015625
der chirurg ist jung,-34.74552536010742,-35.09337615966797,-35.166412353515625,-22.745405197143555,-26.298507690429688,-28.09048080444336,-37.200565338134766,-39.955867767333984,-41.029640197753906,-23.338623046875,-26.503610610961914,-28.14777374267578,-42.76787567138672,-37.70928192138672,-37.972023010253906,-25.110416412353516,-24.066389083862305,-22.38102912902832
der chirurg sind jung,-39.160133361816406,-40.18422317504883,-41.235931396484375,-30.23653793334961,-32.626983642578125,-33.567771911621094,-43.94211196899414,-44.60165786743164,-46.4333610534668,-30.88751220703125,-34.182308197021484,-33.89680480957031,-48.96521759033203,-40.4205436706543,-40.15351104736328,-32.2234001159668,-32.00685119628906,-31.10190200805664
der chirurg ist klein,-36.39112091064453,-35.38288116455078,-34.258758544921875,-21.283096313476562,-24.597442626953125,-25.83403778076172,-40.40585708618164,-41.56913375854492,-38.646331787109375,-22.93759536743164,-24.418193817138672,-26.08383560180664,-39.87055969238281,-37.83116912841797,-35.4769401550293,-20.99782943725586,-18.447879791259766,-20.0477294921875
der chirurg sind klein,-40.25959014892578,-39.04878616333008,-39.71259307861328,-30.397565841674805,-29.576486587524414,-30.73561668395996,-46.852291107177734,-43.87411117553711,-44.00041198730469,-30.966381072998047,-30.027292251586914,-31.608091354370117,-46.40591812133789,-43.94908905029297,-38.64142608642578,-28.94389533996582,-27.04848861694336,-29.159339904785156
der chirurg ist groß,-34.47455978393555,-34.433414459228516,-32.79723358154297,-20.316570281982422,-23.74772834777832,-24.79096031188965,-37.5385856628418,-40.95151138305664,-37.328548431396484,-21.993091583251953,-23.553247451782227,-24.485612869262695,-41.82102966308594,-37.869789123535156,-37.015960693359375,-21.336050033569336,-17.737457275390625,-19.54706382751465
der chirurg sind groß,-39.47723388671875,-40.22848129272461,-41.049644470214844,-29.747194290161133,-27.85074806213379,-32.12226104736328,-43.845333099365234,-45.39517593383789,-46.0501594543457,-30.756092071533203,-29.347797393798828,-32.699851989746094,-48.45746612548828,-44.60695266723633,-42.1678466796875,-28.6025390625,-26.39406394958496,-29.529022216796875
der chirurg schwimmt,-32.81098175048828,-32.52061080932617,-31.178218841552734,-20.640378952026367,-18.93321418762207,-22.135929107666016,-35.78516387939453,-40.37244415283203,-34.76580810546875,-20.52215576171875,-18.451017379760742,-22.72990608215332,-37.45159149169922,-36.2711181640625,-40.986080169677734,-30.077259063720703,-26.95290184020996,-31.458255767822266
der chirurg schwimmen,-35.72193908691406,-34.15229034423828,-36.39781188964844,-26.002429962158203,-23.166488647460938,-24.404048919677734,-39.48622131347656,-41.5836067199707,-39.89607620239258,-28.354721069335938,-26.01930809020996,-25.353923797607422,-42.0321159362793,-41.488685607910156,-43.65103530883789,-27.940410614013672,-24.408336639404297,-28.855064392089844
der chirurg spricht,-32.88383483886719,-32.68333053588867,-31.968223571777344,-18.536588668823242,-20.045761108398438,-19.155414581298828,-36.606727600097656,-39.61314392089844,-37.474220275878906,-20.407752990722656,-20.614274978637695,-18.905296325683594,-42.530452728271484,-40.58650207519531,-36.47999572753906,-19.280338287353516,-19.46337127685547,-22.23247528076172
der chirurg sprechen,-35.91655349731445,-38.18756866455078,-35.192420959472656,-23.32685089111328,-21.061634063720703,-21.52931022644043,-40.53139114379883,-44.98981475830078,-39.534934997558594,-25.372533798217773,-21.8347110748291,-21.447851181030273,-49.616310119628906,-44.88313293457031,-46.07771301269531,-24.277896881103516,-22.592365264892578,-25.665672302246094
der chirurg lacht,-30.707807540893555,-32.83024215698242,-30.489137649536133,-23.797134399414062,-25.90958023071289,-26.69926643371582,-33.38506317138672,-40.22395324707031,-36.464962005615234,-23.638893127441406,-25.356552124023438,-27.091354370117188,-38.84709548950195,-36.89213562011719,-39.0577278137207,-27.17084503173828,-27.07137680053711,-27.780094146728516
der chirurg lachen,-36.064552307128906,-37.345924377441406,-35.94880676269531,-23.080551147460938,-23.239646911621094,-26.749149322509766,-41.636314392089844,-44.50305938720703,-40.25267028808594,-23.040470123291016,-21.446609497070312,-28.346439361572266,-45.94560241699219,-43.936405181884766,-43.12760543823242,-29.39093780517578,-27.159284591674805,-31.37342071533203
der senator ist alt,-32.763328552246094,-34.120155334472656,-32.824241638183594,-24.733623504638672,-24.019447326660156,-24.806434631347656,-39.878631591796875,-38.935447692871094,-38.63360595703125,-24.883596420288086,-23.897762298583984,-25.833053588867188,-47.956146240234375,-40.538780212402344,-39.74373245239258,-20.338218688964844,-21.47359848022461,-25.024391174316406
der senator sind alt,-39.16931915283203,-38.836360931396484,-42.23481369018555,-29.779150009155273,-28.589641571044922,-31.549041748046875,-48.189449310302734,-46.1523323059082,-47.12776184082031,-28.66547393798828,-29.25417709350586,-32.57447814941406,-56.4049072265625,-47.390254974365234,-43.33730697631836,-29.329254150390625,-28.67881202697754,-30.075775146484375
der senator ist jung,-35.62689971923828,-35.75480651855469,-35.5140380859375,-24.131690979003906,-24.854469299316406,-24.981201171875,-42.107574462890625,-42.0633544921875,-40.64362716674805,-23.267379760742188,-24.605491638183594,-25.371356964111328,-46.88274383544922,-39.72361755371094,-40.05541229248047,-25.343809127807617,-25.460372924804688,-24.80760955810547
der senator sind jung,-40.99294662475586,-39.24293518066406,-42.93671798706055,-29.668092727661133,-30.309904098510742,-30.9786376953125,-49.2479133605957,-45.46328353881836,-47.55614471435547,-28.34076499938965,-30.973730087280273,-32.078617095947266,-54.26369857788086,-43.231719970703125,-43.559043884277344,-30.464513778686523,-31.211681365966797,-29.91729736328125
der senator ist klein,-33.99829864501953,-33.74740982055664,-34.377342224121094,-22.45212173461914,-22.951091766357422,-22.41921043395996,-39.736961364746094,-40.124267578125,-40.29631423950195,-22.81647491455078,-23.125335693359375,-23.85623550415039,-45.58232116699219,-40.9797477722168,-39.637245178222656,-19.202434539794922,-17.24093246459961,-20.05879783630371
der senator sind klein,-40.15012741088867,-36.807430267333984,-42.07230758666992,-28.439659118652344,-26.83365821838379,-27.317039489746094,-48.78506851196289,-43.90561294555664,-48.771690368652344,-27.452259063720703,-27.644733428955078,-30.047332763671875,-51.86894989013672,-48.46937561035156,-42.398101806640625,-25.675628662109375,-24.12044334411621,-26.534616470336914
der senator ist groß,-31.71961212158203,-32.36377716064453,-31.83121681213379,-21.677101135253906,-22.23383331298828,-22.04237174987793,-38.364288330078125,-37.2908935546875,-37.22593688964844,-21.813899993896484,-22.136184692382812,-23.31917953491211,-44.17341613769531,-36.801021575927734,-38.82536697387695,-19.12252426147461,-17.99988555908203,-19.508899688720703
der senator sind groß,-38.370826721191406,-36.98296356201172,-41.5795783996582,-28.65497589111328,-25.802444458007812,-28.85277557373047,-45.94533920288086,-42.33864974975586,-48.83211898803711,-27.43796157836914,-26.66777801513672,-31.95636749267578,-51.25209045410156,-44.30616760253906,-43.446598052978516,-25.053133010864258,-24.94443702697754,-26.638429641723633
der senator schwimmt,-34.36082077026367,-34.91050338745117,-36.12790298461914,-21.19009017944336,-20.949146270751953,-22.419776916503906,-41.762264251708984,-38.383724212646484,-42.31666946411133,-20.801010131835938,-21.8520565032959,-24.90887451171875,-49.23246765136719,-41.53129577636719,-46.83793640136719,-25.049602508544922,-23.3060359954834,-24.953062057495117
der senator schwimmen,-37.6903076171875,-34.21044921875,-38.904541015625,-24.084732055664062,-21.797622680664062,-25.05886459350586,-44.95759582519531,-37.99851989746094,-43.78502655029297,-24.04326057434082,-25.439830780029297,-30.76154136657715,-51.73728561401367,-46.47414779663086,-50.57025146484375,-23.75465202331543,-22.296188354492188,-23.036998748779297
der senator spricht,-32.28706741333008,-34.776371002197266,-34.05064010620117,-17.152206420898438,-19.26993179321289,-19.11068344116211,-38.971351623535156,-38.916954040527344,-38.216426849365234,-16.862895965576172,-19.496246337890625,-20.768617630004883,-49.37260437011719,-40.03907012939453,-38.59809112548828,-20.376108169555664,-19.18197250366211,-23.021841049194336
der senator sprechen,-37.74954605102539,-34.84514236450195,-38.028465270996094,-23.80172348022461,-19.79216957092285,-21.448352813720703,-45.98567199707031,-40.413719177246094,-42.17118835449219,-23.539966583251953,-20.47494125366211,-22.396547317504883,-52.27792739868164,-44.64883041381836,-44.66781234741211,-27.179962158203125,-25.865854263305664,-26.03741455078125
der senator lacht,-33.388362884521484,-35.17525100708008,-35.7773551940918,-25.856897354125977,-26.20757484436035,-26.311893463134766,-39.312843322753906,-40.5631103515625,-42.461917877197266,-25.552658081054688,-25.663055419921875,-28.400802612304688,-55.40959930419922,-45.44192886352539,-41.37403869628906,-25.424007415771484,-25.40488052368164,-25.127504348754883
der senator lachen,-37.54218292236328,-35.369422912597656,-41.27593231201172,-24.823806762695312,-24.449993133544922,-24.95872688293457,-47.26783752441406,-40.73684310913086,-49.79195785522461,-24.808115005493164,-23.045631408691406,-28.31988525390625,-54.74821472167969,-48.79328536987305,-49.620086669921875,-28.680540084838867,-25.728002548217773,-27.28807258605957
der lehrer ist alt,-17.0897159576416,-16.72825050354004,-15.845148086547852,-25.18944549560547,-25.470333099365234,-26.94390106201172,-18.860197067260742,-16.160036087036133,-16.691368103027344,-26.680435180664062,-26.624866485595703,-26.480634689331055,-11.338260650634766,-13.500033378601074,-14.506755828857422,-17.43450355529785,-21.14554214477539,-20.629310607910156
der lehrer sind alt,-24.19823455810547,-24.802593231201172,-24.38334083557129,-28.793949127197266,-29.967140197753906,-31.948406219482422,-27.275588989257812,-25.933155059814453,-28.318727493286133,-30.377079010009766,-30.78546142578125,-33.21809768676758,-18.807018280029297,-17.847332000732422,-17.116012573242188,-23.339784622192383,-27.438928604125977,-26.23138427734375
der lehrer ist jung,-19.692916870117188,-20.21474838256836,-19.421096801757812,-24.01272964477539,-24.500717163085938,-26.048215866088867,-18.612625122070312,-20.12500762939453,-20.970684051513672,-23.27462387084961,-25.22600746154785,-25.60546112060547,-14.482576370239258,-16.3851318359375,-16.842527389526367,-21.283084869384766,-23.439960479736328,-20.508895874023438
der lehrer sind jung,-25.40842628479004,-26.47446060180664,-25.62612533569336,-28.11751937866211,-29.507722854614258,-29.72705841064453,-25.701168060302734,-28.215351104736328,-28.616992950439453,-27.699874877929688,-30.774999618530273,-30.569217681884766,-21.57940673828125,-18.307804107666016,-19.78192901611328,-23.51079750061035,-29.065200805664062,-25.845420837402344
der lehrer ist klein,-18.33551788330078,-17.933231353759766,-17.110815048217773,-22.623661041259766,-24.638200759887695,-24.418916702270508,-20.5444278717041,-18.752246856689453,-16.617084503173828,-22.852745056152344,-25.52901840209961,-25.480134963989258,-12.823921203613281,-14.69578742980957,-16.231056213378906,-18.99402618408203,-21.551677703857422,-20.624561309814453
der lehrer sind klein,-24.30990219116211,-23.33929443359375,-23.231670379638672,-27.942119598388672,-28.116756439208984,-27.753681182861328,-28.20653533935547,-24.005268096923828,-24.675851821899414,-28.312610626220703,-28.754322052001953,-30.94413948059082,-19.35255241394043,-19.188005447387695,-17.761028289794922,-23.114795684814453,-28.683799743652344,-26.886486053466797
der lehrer ist groß,-16.969894409179688,-16.627222061157227,-15.449604034423828,-23.104572296142578,-24.984209060668945,-24.54522705078125,-19.2705135345459,-16.606937408447266,-14.898294448852539,-23.732614517211914,-25.731689453125,-25.406936645507812,-13.15673828125,-14.71023941040039,-16.472000122070312,-20.20619773864746,-19.871763229370117,-20.650856018066406
der lehrer sind groß,-24.004579544067383,-23.485315322875977,-23.495922088623047,-29.04523277282715,-28.70575523376465,-29.224105834960938,-27.752967834472656,-23.132877349853516,-25.832597732543945,-29.54993438720703,-29.35763931274414,-32.3644905090332,-20.344881057739258,-19.67006492614746,-20.65704345703125,-22.784069061279297,-26.889793395996094,-27.8847713470459
der lehrer schwimmt,-21.00290870666504,-18.892120361328125,-17.953641891479492,-21.858083724975586,-22.29467010498047,-23.194347381591797,-22.879974365234375,-22.033517837524414,-17.917543411254883,-22.63953971862793,-22.09174919128418,-23.723424911499023,-25.431503295898438,-29.631105422973633,-24.929746627807617,-28.17681884765625,-30.72805404663086,-27.99671745300293
der lehrer schwimmen,-24.726516723632812,-24.0776309967041,-23.492694854736328,-24.088420867919922,-23.85191535949707,-23.917034149169922,-26.891010284423828,-27.34888458251953,-26.425704956054688,-25.791833877563477,-24.89261245727539,-25.908905029296875,-24.956939697265625,-28.17643928527832,-28.270240783691406,-26.07247543334961,-28.0017147064209,-23.469802856445312
der lehrer spricht,-19.0728816986084,-16.448463439941406,-14.986637115478516,-18.405681610107422,-19.69310760498047,-18.513572692871094,-20.22980499267578,-17.529380798339844,-16.9283447265625,-18.36233139038086,-19.078784942626953,-18.980175018310547,-16.75644874572754,-19.450761795043945,-15.882795333862305,-20.057323455810547,-22.042804718017578,-22.85147476196289
der lehrer sprechen,-20.645103454589844,-21.44300079345703,-20.366289138793945,-23.722232818603516,-22.952178955078125,-22.670391082763672,-23.396183013916016,-22.38116455078125,-23.075214385986328,-23.867321014404297,-23.710329055786133,-23.170677185058594,-19.2181396484375,-20.367637634277344,-21.165851593017578,-22.277801513671875,-24.81746482849121,-22.480667114257812
der lehrer lacht,-19.926979064941406,-17.92635726928711,-17.502134323120117,-29.811979293823242,-28.500728607177734,-26.626670837402344,-21.220802307128906,-18.75934600830078,-18.241960525512695,-30.249279022216797,-27.798229217529297,-26.711467742919922,-27.04726219177246,-26.95844268798828,-21.94247055053711,-24.467748641967773,-27.412561416625977,-25.968364715576172
der lehrer lachen,-23.533700942993164,-21.738300323486328,-22.353662490844727,-26.082843780517578,-24.922996520996094,-24.280725479125977,-23.961750030517578,-23.608089447021484,-22.685232162475586,-26.321475982666016,-23.696590423583984,-25.1619930267334,-24.013744354248047,-26.742477416992188,-27.54653549194336,-27.92681884765625,-26.337677001953125,-28.22474479675293
der kunde ist alt,-21.608524322509766,-22.69281005859375,-23.217662811279297,-29.267126083374023,-25.102014541625977,-27.086700439453125,-22.653743743896484,-24.779651641845703,-25.89773178100586,-28.483312606811523,-27.036170959472656,-26.479114532470703,-23.070423126220703,-24.232839584350586,-21.233524322509766,-22.955150604248047,-27.191146850585938,-31.403825759887695
der kunde sind alt,-30.693126678466797,-30.0428524017334,-28.613117218017578,-31.97675132751465,-27.954967498779297,-32.453792572021484,-32.12640380859375,-33.59483337402344,-31.312442779541016,-32.45182800292969,-30.60740089416504,-33.64088439941406,-32.04881286621094,-27.892093658447266,-24.601045608520508,-27.69354820251465,-31.735626220703125,-34.607540130615234
der kunde ist jung,-24.17539405822754,-25.731990814208984,-26.3874454498291,-29.345823287963867,-25.80804443359375,-28.02633285522461,-25.858261108398438,-26.244842529296875,-28.99492645263672,-27.455284118652344,-28.173877716064453,-27.608386993408203,-27.014060974121094,-26.26715850830078,-22.714344024658203,-26.839311599731445,-30.107471466064453,-31.790294647216797
der kunde sind jung,-31.64109992980957,-30.758201599121094,-29.77389144897461,-31.610380172729492,-28.42698860168457,-32.12057876586914,-34.55496597290039,-33.38976287841797,-33.201786041259766,-31.969512939453125,-30.787248611450195,-33.73719024658203,-34.54881286621094,-26.753570556640625,-25.929588317871094,-28.687803268432617,-33.760704040527344,-34.449161529541016
der kunde ist klein,-22.499399185180664,-24.516098022460938,-25.198408126831055,-27.78295135498047,-23.386024475097656,-26.359180450439453,-23.24057388305664,-27.41204071044922,-29.272930145263672,-26.526031494140625,-24.78929328918457,-25.92251205444336,-25.65240478515625,-24.36016082763672,-21.905847549438477,-22.881492614746094,-24.781503677368164,-28.599472045898438
der kunde sind klein,-30.08036231994629,-28.641494750976562,-28.45760726928711,-30.231494903564453,-25.457557678222656,-29.880382537841797,-32.96302795410156,-32.028564453125,-31.40355682373047,-29.93901824951172,-27.096115112304688,-31.94013786315918,-32.784912109375,-27.214916229248047,-25.36406707763672,-25.626081466674805,-28.994802474975586,-32.174835205078125
der kunde ist groß,-20.61229705810547,-22.320392608642578,-23.73626708984375,-27.071495056152344,-23.26852798461914,-25.138500213623047,-22.335800170898438,-24.17166519165039,-26.07925033569336,-26.10028076171875,-24.535106658935547,-24.13762664794922,-24.221935272216797,-21.939701080322266,-21.090301513671875,-22.973817825317383,-26.041419982910156,-28.420902252197266
der kunde sind groß,-29.53437042236328,-28.5334415435791,-29.072540283203125,-30.428726196289062,-24.947938919067383,-29.944942474365234,-32.46295166015625,-30.371776580810547,-31.550254821777344,-30.7664852142334,-26.902423858642578,-32.385154724121094,-32.3616943359375,-25.244403839111328,-26.681255340576172,-25.774389266967773,-30.81603240966797,-33.273372650146484
der kunde schwimmt,-22.780498504638672,-21.600261688232422,-24.224803924560547,-22.5531005859375,-21.899620056152344,-23.980627059936523,-25.718017578125,-22.776344299316406,-24.71088409423828,-22.01406478881836,-23.101280212402344,-24.451765060424805,-20.993358612060547,-25.067977905273438,-22.295949935913086,-26.010709762573242,-27.792644500732422,-31.8253231048584
der kunde schwimmen,-28.151294708251953,-25.269515991210938,-25.81769371032715,-25.93848419189453,-25.754104614257812,-25.616836547851562,-32.982666015625,-28.95711898803711,-27.869613647460938,-26.908166885375977,-32.01262664794922,-27.11498260498047,-26.189815521240234,-27.770254135131836,-28.780269622802734,-26.251893997192383,-27.678966522216797,-30.47007179260254
der kunde spricht,-24.15960693359375,-23.675769805908203,-25.78635025024414,-24.308774948120117,-18.009918212890625,-19.61595916748047,-25.012531280517578,-27.521347045898438,-25.91427993774414,-23.617076873779297,-19.9019832611084,-20.140583038330078,-31.46283531188965,-28.198387145996094,-18.36431884765625,-22.100563049316406,-24.422353744506836,-26.331361770629883
der kunde sprechen,-28.152694702148438,-26.49142837524414,-25.76054573059082,-30.22091293334961,-23.55866241455078,-24.916065216064453,-28.967594146728516,-27.667457580566406,-27.452470779418945,-30.06070899963379,-26.009883880615234,-26.377235412597656,-32.31127166748047,-29.516510009765625,-29.269893646240234,-27.328105926513672,-28.194950103759766,-30.105972290039062
der kunde lacht,-23.9549560546875,-23.16678237915039,-24.390933990478516,-32.35198211669922,-30.397686004638672,-27.808868408203125,-24.859153747558594,-25.647947311401367,-25.571287155151367,-31.701526641845703,-32.50238800048828,-27.885784149169922,-31.150917053222656,-31.572790145874023,-24.77004623413086,-30.291385650634766,-31.762344360351562,-32.24897003173828
der kunde lachen,-29.121170043945312,-27.196002960205078,-25.885669708251953,-32.212646484375,-27.803112030029297,-28.030540466308594,-31.606586456298828,-30.690536499023438,-26.648956298828125,-31.443252563476562,-29.38518524169922,-30.182384490966797,-35.171714782714844,-26.729366302490234,-28.767536163330078,-33.15469741821289,-32.177974700927734,-36.53031921386719
