sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13,de_childes_convergence_clm_42,de_childes_convergence_clm_30,de_childes_convergence_clm_13,de_wikipedia_convergence_clm_42,de_wikipedia_convergence_clm_30,de_wikipedia_convergence_clm_13,de_childes_best_mlm_42,de_childes_best_mlm_30,de_childes_best_mlm_13,de_wikipedia_best_mlm_42,de_wikipedia_best_mlm_30,de_wikipedia_best_mlm_13
der senator ist jung und ist alt,-46.04563522338867,-45.15375518798828,-44.38079071044922,-40.307926177978516,-39.45211410522461,-40.61146545410156,-52.48333740234375,-53.3656120300293,-53.07085037231445,-39.55925750732422,-39.25761413574219,-41.5831298828125,-46.318397521972656,-45.96223449707031,-45.80312728881836,-30.744388580322266,-31.0020751953125,-31.187068939208984
der senator ist jung und sind alt,-51.93836975097656,-50.45745086669922,-50.53068161010742,-45.90940856933594,-43.38125991821289,-48.49877166748047,-58.82066345214844,-57.93745803833008,-57.8031120300293,-44.86438751220703,-43.65596008300781,-49.63569641113281,-50.14453887939453,-47.310482025146484,-47.90266418457031,-35.53404235839844,-33.16624450683594,-31.857528686523438
der senator ist jung und ist jung,-46.674110412597656,-45.4723014831543,-44.29473876953125,-39.4993782043457,-39.47702407836914,-40.39521789550781,-50.51106262207031,-53.500396728515625,-52.1286735534668,-38.06114959716797,-39.01924133300781,-41.310428619384766,-40.89655303955078,-37.3072624206543,-38.5806770324707,-34.43319320678711,-33.679725646972656,-30.487159729003906
der senator ist jung und sind jung,-51.212860107421875,-49.48703384399414,-49.11763000488281,-45.24677276611328,-43.244895935058594,-47.31394958496094,-54.34641647338867,-56.825496673583984,-55.44893264770508,-43.94385528564453,-42.90215301513672,-48.94602966308594,-44.11936950683594,-38.12281036376953,-40.8132209777832,-37.14661407470703,-35.16775131225586,-30.30756950378418
der lehrer ist jung und schwimmt,-35.187843322753906,-32.05720138549805,-31.71476936340332,-36.73717498779297,-35.3611946105957,-43.197696685791016,-36.137977600097656,-35.66511154174805,-35.09208297729492,-36.518733978271484,-37.795127868652344,-42.623008728027344,-27.361719131469727,-28.401172637939453,-28.368871688842773,-33.95778274536133,-37.21189880371094,-32.10142135620117
der lehrer ist jung und schwimmen,-34.933414459228516,-33.09816360473633,-33.52801513671875,-36.50071716308594,-36.49311065673828,-41.88604736328125,-34.65364074707031,-34.99635314941406,-34.69658660888672,-36.652767181396484,-38.199974060058594,-41.42249298095703,-21.54505729675293,-23.39508628845215,-26.082937240600586,-30.163047790527344,-33.17503356933594,-26.64318084716797
der lehrer ist jung und lacht,-31.042991638183594,-29.667367935180664,-29.20192527770996,-44.509883880615234,-41.64808654785156,-47.279659271240234,-29.999942779541016,-31.302806854248047,-30.728506088256836,-46.721858978271484,-44.025978088378906,-47.692047119140625,-23.605377197265625,-27.50030517578125,-25.03015899658203,-34.56623840332031,-37.349082946777344,-30.776042938232422
der lehrer ist jung und lachen,-33.29235076904297,-33.7802619934082,-32.599517822265625,-42.50645065307617,-38.83751678466797,-43.6202278137207,-32.88622283935547,-35.35323715209961,-34.174949645996094,-44.145992279052734,-41.21629333496094,-45.076202392578125,-20.112733840942383,-26.14642906188965,-23.12559700012207,-34.982765197753906,-36.363704681396484,-32.10641860961914
der lehrer ist jung und spricht,-31.879825592041016,-29.965391159057617,-29.985342025756836,-36.26996994018555,-33.75456237792969,-37.24247360229492,-30.030181884765625,-30.851348876953125,-31.97260093688965,-36.575382232666016,-35.67053985595703,-37.49678039550781,-19.314233779907227,-24.001665115356445,-24.28034782409668,-28.675500869750977,-30.60546875,-27.049850463867188
der lehrer ist jung und sprechen,-32.80172348022461,-34.89881134033203,-33.85398864746094,-39.46184158325195,-37.128662109375,-40.1263313293457,-33.55451202392578,-36.97543716430664,-33.711795806884766,-39.6898307800293,-39.273292541503906,-40.597198486328125,-19.030261993408203,-21.685649871826172,-26.102336883544922,-26.73613739013672,-27.61526870727539,-23.434913635253906
der lehrer ist jung und ist klein,-30.56975555419922,-29.163549423217773,-28.404767990112305,-38.54813003540039,-38.65702819824219,-40.94511032104492,-29.770877838134766,-29.59964370727539,-30.88968849182129,-37.87266159057617,-40.708824157714844,-42.443626403808594,-20.729751586914062,-23.02113151550293,-24.57398223876953,-27.469141006469727,-29.423154830932617,-25.93921661376953
der lehrer ist jung und sind klein,-34.73028564453125,-33.286075592041016,-33.21662521362305,-43.78313064575195,-41.65364074707031,-46.65768051147461,-35.29127502441406,-32.66819763183594,-35.36924362182617,-43.67792892456055,-43.86058807373047,-48.825294494628906,-21.719905853271484,-24.216262817382812,-25.92275619506836,-30.982913970947266,-31.878570556640625,-27.348838806152344
der lehrer ist jung und ist groß,-31.391616821289062,-28.098657608032227,-28.246103286743164,-38.024078369140625,-39.38277053833008,-40.75796127319336,-31.110858917236328,-28.328176498413086,-30.422330856323242,-37.83561325073242,-40.877845764160156,-41.36964416503906,-21.251506805419922,-22.282154083251953,-25.221946716308594,-28.965120315551758,-29.24203872680664,-26.390300750732422
der lehrer ist jung und sind groß,-35.85477066040039,-33.26166915893555,-34.220191955566406,-43.092559814453125,-42.65080261230469,-47.30939865112305,-36.61922836303711,-32.1612663269043,-35.973876953125,-42.77328872680664,-44.6524658203125,-49.575477600097656,-22.92975616455078,-23.10724449157715,-28.511127471923828,-31.29064178466797,-31.676753997802734,-28.254642486572266
der lehrer ist jung und ist alt,-30.14653778076172,-27.57855796813965,-26.537246704101562,-39.862606048583984,-39.371803283691406,-42.396244049072266,-27.907550811767578,-27.240869522094727,-28.756601333618164,-40.44821548461914,-41.368873596191406,-41.819129943847656,-14.987398147583008,-23.198089599609375,-23.03290557861328,-27.502412796020508,-30.230682373046875,-25.850013732910156
der lehrer ist jung und sind alt,-36.02826690673828,-34.26301193237305,-33.70905685424805,-43.990116119384766,-42.93830871582031,-49.128177642822266,-35.49965286254883,-34.5108528137207,-36.38041687011719,-44.89834213256836,-45.41996765136719,-49.900299072265625,-18.04779624938965,-24.181684494018555,-25.03251075744629,-31.277969360351562,-32.465606689453125,-27.248456954956055
der lehrer ist jung und ist jung,-30.593242645263672,-28.214906692504883,-27.00055503845215,-38.90373229980469,-38.47979736328125,-41.544795989990234,-25.554595947265625,-28.287267684936523,-29.32945442199707,-37.962711334228516,-40.047607421875,-40.710540771484375,-10.257081031799316,-16.65734100341797,-15.471805572509766,-30.869287490844727,-32.235660552978516,-25.547945022583008
der lehrer ist jung und sind jung,-35.01864242553711,-33.039371490478516,-32.522361755371094,-43.53627395629883,-42.1330451965332,-47.150753021240234,-30.94119644165039,-34.0045280456543,-34.206905364990234,-43.15730667114258,-44.13438415527344,-48.09123992919922,-13.11659049987793,-17.114269256591797,-18.11635971069336,-32.652137756347656,-33.834373474121094,-26.165687561035156
der kunde ist jung und schwimmt,-37.50946044921875,-36.34257888793945,-37.37164306640625,-38.7841682434082,-35.805294036865234,-41.29266357421875,-39.99577331542969,-40.3306770324707,-41.2646369934082,-36.091514587402344,-39.41936492919922,-41.14154052734375,-35.33445358276367,-33.99684143066406,-34.23411560058594,-35.96961975097656,-40.5880126953125,-43.04220962524414
der kunde ist jung und schwimmen,-38.478294372558594,-37.43810272216797,-38.824459075927734,-38.6307373046875,-35.91650390625,-40.788612365722656,-40.80249786376953,-39.4029426574707,-40.67485809326172,-36.66343688964844,-39.63053512573242,-40.400413513183594,-30.643756866455078,-30.797542572021484,-32.480899810791016,-32.444950103759766,-36.31123352050781,-36.957881927490234
der kunde ist jung und lacht,-34.737953186035156,-35.60338592529297,-34.55644607543945,-44.365203857421875,-40.58522033691406,-44.920555114746094,-36.10115432739258,-37.82864761352539,-37.17316818237305,-43.3353271484375,-43.6566162109375,-45.54743957519531,-35.24026870727539,-36.450401306152344,-30.568716049194336,-38.307281494140625,-41.89826965332031,-42.17354202270508
der kunde ist jung und lachen,-37.85175323486328,-39.56830596923828,-38.78968048095703,-44.29901885986328,-39.19731903076172,-42.30717849731445,-43.842159271240234,-41.793724060058594,-41.26246643066406,-43.34206008911133,-42.43572235107422,-44.26634216308594,-31.038551330566406,-33.1257209777832,-27.693119049072266,-38.49094009399414,-41.55010223388672,-44.065711975097656
der kunde ist jung und spricht,-36.012428283691406,-37.10321044921875,-38.112037658691406,-41.22772979736328,-34.617225646972656,-37.38587188720703,-37.87114334106445,-39.52538299560547,-42.23471450805664,-39.6886100769043,-37.11771774291992,-37.54572296142578,-32.119205474853516,-33.751190185546875,-29.873897552490234,-33.09925842285156,-35.418922424316406,-38.7720947265625
der kunde ist jung und sprechen,-38.05165100097656,-42.00468063354492,-40.75641632080078,-44.943973541259766,-38.1910285949707,-40.96144104003906,-40.61637878417969,-45.74095153808594,-42.9091682434082,-43.951045989990234,-40.87003707885742,-41.593162536621094,-31.471965789794922,-31.71108627319336,-33.252262115478516,-32.88389587402344,-33.931053161621094,-35.76580810546875
der kunde ist jung und ist klein,-34.696250915527344,-35.389892578125,-35.80532455444336,-43.231204986572266,-38.4730224609375,-41.53746032714844,-37.00934600830078,-37.496055603027344,-41.82575988769531,-41.01601028442383,-40.58647537231445,-41.96104431152344,-33.50395202636719,-32.47740173339844,-29.8909854888916,-30.924419403076172,-33.970703125,-37.90144729614258
der kunde ist jung und sind klein,-39.50177764892578,-39.17351150512695,-40.65276336669922,-47.60185241699219,-40.55408477783203,-46.28864288330078,-43.20981216430664,-40.279876708984375,-45.141456604003906,-45.27492141723633,-42.881351470947266,-47.110679626464844,-35.202598571777344,-35.8452262878418,-34.254966735839844,-34.95147705078125,-37.39541244506836,-39.1537971496582
der kunde ist jung und ist groß,-34.774574279785156,-34.127830505371094,-35.58894348144531,-42.50608444213867,-38.51814270019531,-41.27690124511719,-38.37488555908203,-35.802040100097656,-40.85674285888672,-40.73540115356445,-39.98248291015625,-40.91204833984375,-34.82593536376953,-30.890735626220703,-31.70770263671875,-32.28165054321289,-34.190338134765625,-38.08028793334961
der kunde ist jung und sind groß,-40.08928680419922,-39.23939895629883,-41.428558349609375,-47.14276123046875,-40.618255615234375,-47.043609619140625,-44.67921829223633,-39.91693115234375,-44.65312957763672,-45.47057342529297,-43.00244140625,-47.84979248046875,-36.8532829284668,-34.360313415527344,-37.734649658203125,-35.463619232177734,-37.909549713134766,-39.79111099243164
der kunde ist jung und ist alt,-34.04638671875,-34.2805290222168,-33.9537353515625,-43.93331527709961,-40.127532958984375,-43.20261001586914,-35.477447509765625,-36.423187255859375,-39.941707611083984,-41.82892608642578,-42.48317337036133,-42.54925537109375,-26.62466812133789,-31.060787200927734,-27.800735473632812,-31.82189178466797,-33.99909210205078,-38.36664581298828
der kunde ist jung und sind alt,-41.12024688720703,-40.62561798095703,-41.02967834472656,-48.252471923828125,-43.099708557128906,-48.773033142089844,-44.0107536315918,-43.18688201904297,-45.25047302246094,-46.640743255615234,-45.9617805480957,-49.4644775390625,-29.85586929321289,-33.776668548583984,-32.274131774902344,-36.37492370605469,-37.69538116455078,-39.832393646240234
der kunde ist jung und ist jung,-34.433799743652344,-34.410953521728516,-33.893192291259766,-43.61677169799805,-40.100746154785156,-42.75714874267578,-34.579444885253906,-36.33428955078125,-37.85858917236328,-41.093650817871094,-42.554969787597656,-42.36065673828125,-21.197219848632812,-23.203168869018555,-20.977020263671875,-34.27895736694336,-35.99995803833008,-37.1690788269043
der kunde ist jung und sind jung,-39.650630950927734,-39.00937271118164,-39.65501022338867,-47.80131912231445,-42.12553405761719,-47.254669189453125,-39.98076248168945,-41.38220977783203,-41.50899887084961,-45.84071350097656,-44.710609436035156,-48.27210235595703,-24.28360366821289,-25.892473220825195,-26.049955368041992,-36.78401184082031,-39.10647201538086,-37.82065963745117
der polizist ist jung und schwimmt,-31.70098114013672,-28.75591468811035,-31.276615142822266,-30.545618057250977,-32.87853240966797,-35.173091888427734,-30.356443405151367,-33.777740478515625,-33.0574836730957,-27.966798782348633,-32.60670471191406,-33.01890563964844,-25.141559600830078,-25.26068687438965,-27.140491485595703,-40.1445198059082,-43.47517395019531,-41.32194519042969
der polizist ist jung und schwimmen,-32.92899703979492,-30.89708137512207,-33.01830291748047,-31.406841278076172,-34.021095275878906,-35.13155746459961,-30.613750457763672,-34.32978439331055,-33.24171447753906,-29.88752555847168,-34.659034729003906,-31.879119873046875,-20.788841247558594,-20.624710083007812,-25.657564163208008,-36.72117233276367,-39.341209411621094,-36.484867095947266
der polizist ist jung und lacht,-27.727569580078125,-26.81220817565918,-27.8392333984375,-38.07982635498047,-38.314910888671875,-39.70391082763672,-25.818317413330078,-29.35466194152832,-27.696372985839844,-37.40606689453125,-38.63901138305664,-38.80916976928711,-19.649385452270508,-25.127452850341797,-22.606128692626953,-41.15521240234375,-44.5013542175293,-40.86360168457031
der polizist ist jung und lachen,-31.477256774902344,-31.939146041870117,-31.156879425048828,-36.731353759765625,-36.814239501953125,-37.65296936035156,-31.01488494873047,-34.41497039794922,-31.56015396118164,-37.020469665527344,-37.65931701660156,-37.466705322265625,-19.512073516845703,-25.16780662536621,-22.783126831054688,-42.37492752075195,-44.50392532348633,-42.88703155517578
der polizist ist jung und spricht,-29.912578582763672,-29.28887367248535,-30.511878967285156,-32.13529586791992,-31.367849349975586,-30.96878433227539,-27.66084861755371,-32.031307220458984,-31.295276641845703,-31.110185623168945,-30.645299911499023,-30.126785278320312,-18.479379653930664,-23.26427459716797,-25.21550750732422,-36.78861999511719,-38.19369888305664,-37.67436981201172
der polizist ist jung und sprechen,-32.97845458984375,-34.91612243652344,-34.126949310302734,-37.175453186035156,-35.28340148925781,-34.67173385620117,-33.14950180053711,-39.16291427612305,-33.349666595458984,-36.45350646972656,-34.88663101196289,-33.89963912963867,-19.850847244262695,-21.962827682495117,-26.643890380859375,-36.0614013671875,-35.341941833496094,-35.04475402832031
der polizist ist jung und ist klein,-29.465534210205078,-28.597618103027344,-28.534000396728516,-36.10523986816406,-36.12966537475586,-34.04638671875,-27.481733322143555,-31.608016967773438,-29.050708770751953,-34.22108840942383,-35.79917526245117,-33.448883056640625,-19.988208770751953,-23.304834365844727,-24.762401580810547,-33.924964904785156,-38.031063079833984,-37.35166931152344
der polizist ist jung und sind klein,-33.55525588989258,-33.09149932861328,-33.664363861083984,-41.562103271484375,-39.670616149902344,-39.9742317199707,-33.22117233276367,-34.41485595703125,-32.78265380859375,-39.643585205078125,-39.280487060546875,-39.611427307128906,-20.09640121459961,-24.4610595703125,-24.953323364257812,-37.885337829589844,-40.173274993896484,-38.067264556884766
der polizist ist jung und ist groß,-29.63254165649414,-27.18400001525879,-28.68674087524414,-35.2061882019043,-35.924041748046875,-33.62885284423828,-28.84223175048828,-30.238298416137695,-29.1636962890625,-33.48607635498047,-34.957679748535156,-32.574745178222656,-20.166580200195312,-22.40542221069336,-25.16503143310547,-34.691741943359375,-37.62974548339844,-37.57798767089844
der polizist ist jung und sind groß,-34.393558502197266,-32.836952209472656,-34.91738510131836,-41.027408599853516,-39.42878723144531,-40.67045974731445,-34.66692352294922,-33.63048553466797,-33.893550872802734,-39.4463996887207,-38.80665969848633,-40.5933952331543,-21.126750946044922,-23.580305099487305,-27.45887565612793,-37.635189056396484,-39.93585205078125,-38.58730697631836
der polizist ist jung und ist alt,-29.09778594970703,-27.345582962036133,-27.16623306274414,-36.740447998046875,-37.41181564331055,-35.571754455566406,-26.957414627075195,-30.910276412963867,-28.59661102294922,-34.82537841796875,-37.34303283691406,-34.01692581176758,-14.27896785736084,-23.217378616333008,-22.626752853393555,-33.62116241455078,-37.393436431884766,-37.20221710205078
der polizist ist jung und sind alt,-35.4405632019043,-34.601165771484375,-34.64579391479492,-42.14066696166992,-41.60065460205078,-42.567169189453125,-34.506446838378906,-36.96189498901367,-35.61802291870117,-40.48517990112305,-41.85316848754883,-42.011688232421875,-16.751148223876953,-24.64515495300293,-24.253543853759766,-38.029014587402344,-39.590736389160156,-38.121482849121094
der polizist ist jung und ist jung,-29.64189910888672,-27.21832847595215,-27.397869110107422,-36.743629455566406,-37.31395721435547,-35.750789642333984,-24.867311477661133,-29.61511993408203,-27.936668395996094,-34.52363586425781,-36.75286865234375,-34.07319259643555,-9.343664169311523,-16.850929260253906,-16.0555477142334,-37.21559143066406,-40.18623733520508,-37.66801452636719
der polizist ist jung und sind jung,-34.44301223754883,-32.78560256958008,-33.366477966308594,-41.78590393066406,-41.029991149902344,-41.549034118652344,-30.7313175201416,-34.85733413696289,-32.45668411254883,-39.79446792602539,-40.59511184692383,-41.28260803222656,-11.747787475585938,-17.73421859741211,-17.812511444091797,-39.49706268310547,-41.51738739013672,-37.524654388427734
der pilot ist jung und schwimmt,-33.49515151977539,-30.477523803710938,-31.36250114440918,-34.67135238647461,-33.349063873291016,-35.469669342041016,-33.06099319458008,-32.73258972167969,-34.7249755859375,-34.02090835571289,-34.593055725097656,-34.55744552612305,-30.964496612548828,-26.24835205078125,-30.52729606628418,-33.755043029785156,-35.68822479248047,-33.213035583496094
der pilot ist jung und schwimmen,-34.82471466064453,-33.15480422973633,-34.07555389404297,-34.81096267700195,-32.37101745605469,-34.521034240722656,-33.906761169433594,-34.6838264465332,-36.19639587402344,-35.21592712402344,-33.23371887207031,-34.3665771484375,-27.14000701904297,-22.30994987487793,-28.905118942260742,-30.109485626220703,-31.417192459106445,-28.001972198486328
der pilot ist jung und lacht,-32.327911376953125,-30.887962341308594,-29.132287979125977,-42.05913543701172,-38.594512939453125,-39.01620101928711,-32.14505386352539,-31.885639190673828,-30.2353515625,-43.658451080322266,-39.78016662597656,-39.699790954589844,-28.537015914916992,-28.7664794921875,-26.881450653076172,-35.02541732788086,-36.80368423461914,-32.456871032714844
der pilot ist jung und lachen,-35.62297821044922,-35.59183120727539,-33.81025695800781,-40.48738479614258,-37.870853424072266,-37.93657684326172,-36.44636154174805,-38.27490997314453,-36.21687698364258,-42.66208267211914,-39.86341094970703,-39.29682922363281,-28.052871704101562,-27.487632751464844,-27.01689910888672,-35.3989372253418,-36.52141189575195,-34.281986236572266
der pilot ist jung und spricht,-33.18782424926758,-34.18914794921875,-33.28544616699219,-36.85448455810547,-32.64232635498047,-31.74048614501953,-32.19020462036133,-35.26779556274414,-35.75787353515625,-37.211326599121094,-34.11012649536133,-32.99284744262695,-27.138723373413086,-26.820297241210938,-31.548778533935547,-31.79900360107422,-30.654922485351562,-29.158594131469727
der pilot ist jung und sprechen,-36.28226852416992,-38.32954025268555,-36.01728439331055,-41.29987335205078,-36.25880813598633,-36.64733123779297,-36.864498138427734,-40.927581787109375,-37.89016342163086,-41.822288513183594,-37.89286422729492,-38.00000762939453,-29.53506088256836,-26.131471633911133,-32.37060546875,-31.340930938720703,-29.36825942993164,-26.19320297241211
der pilot ist jung und ist klein,-32.137413024902344,-32.057064056396484,-30.109907150268555,-39.24028778076172,-35.66523742675781,-34.78925323486328,-31.507944107055664,-32.14999771118164,-32.82794189453125,-38.785343170166016,-36.434539794921875,-36.33605194091797,-29.42910385131836,-26.250606536865234,-30.471906661987305,-28.888996124267578,-29.544599533081055,-28.339515686035156
der pilot ist jung und sind klein,-36.104248046875,-35.61417007446289,-34.33034896850586,-44.529693603515625,-38.72136688232422,-40.40898895263672,-35.850223541259766,-34.437530517578125,-36.74730682373047,-44.109710693359375,-39.67031478881836,-42.45101547241211,-29.752824783325195,-26.525182723999023,-28.733386993408203,-32.24751281738281,-32.00440979003906,-29.32193374633789
der pilot ist jung und ist groß,-31.927879333496094,-30.331130981445312,-30.287084579467773,-38.605709075927734,-35.92312240600586,-34.778289794921875,-33.3483772277832,-31.33656883239746,-33.5635871887207,-38.51107406616211,-35.93304443359375,-35.57170486450195,-30.13060760498047,-24.694562911987305,-30.286991119384766,-29.78759765625,-29.808757781982422,-28.67713737487793
der pilot ist jung und sind groß,-36.58183288574219,-35.6120491027832,-35.72038650512695,-43.9290771484375,-38.873870849609375,-41.35310745239258,-37.421077728271484,-34.36132049560547,-38.798736572265625,-43.828819274902344,-39.62089920043945,-43.14105224609375,-31.230037689208984,-25.096946716308594,-31.477684020996094,-32.214237213134766,-32.5665283203125,-30.145326614379883
der pilot ist jung und ist alt,-31.542861938476562,-31.275442123413086,-28.550317764282227,-40.79296875,-37.97475051879883,-37.82760238647461,-31.874290466308594,-33.53236770629883,-32.59950637817383,-40.38833236694336,-39.03895568847656,-38.93516159057617,-21.404817581176758,-25.116596221923828,-25.95850944519043,-29.459745407104492,-30.09030532836914,-29.058977127075195
der pilot ist jung und sind alt,-37.80986022949219,-37.64853286743164,-35.395023345947266,-45.98665237426758,-41.636138916015625,-43.807891845703125,-37.5908317565918,-37.70748519897461,-40.115482330322266,-45.701576232910156,-43.282493591308594,-45.80717086791992,-23.9892578125,-25.61627960205078,-26.703418731689453,-33.06826400756836,-32.49241256713867,-30.003690719604492
der pilot ist jung und ist jung,-32.887786865234375,-31.419931411743164,-28.665014266967773,-40.76325988769531,-37.3956413269043,-36.73793411254883,-30.08733367919922,-31.80453872680664,-31.427276611328125,-40.2542724609375,-38.376014709472656,-37.750633239746094,-16.640716552734375,-16.935142517089844,-18.78003692626953,-32.37895965576172,-32.19629669189453,-28.962692260742188
der pilot ist jung und sind jung,-37.3971061706543,-36.2367057800293,-34.03218078613281,-45.74717330932617,-40.504337310791016,-42.21514892578125,-34.319461822509766,-35.51701736450195,-36.61227035522461,-45.63180923461914,-41.71448516845703,-44.55754089355469,-18.638784408569336,-16.982177734375,-19.48095703125,-34.15825653076172,-33.98419189453125,-29.219545364379883
der berater ist jung und schwimmt,-46.823787689208984,-43.7897834777832,-47.32663345336914,-40.9910774230957,-39.837127685546875,-43.20993423461914,-49.62934494018555,-49.352848052978516,-52.03038787841797,-41.262001037597656,-41.516319274902344,-44.85709762573242,-47.378604888916016,-46.500911712646484,-44.15553283691406,-36.92709732055664,-35.514320373535156,-33.71579360961914
der berater ist jung und schwimmen,-46.744937896728516,-45.292816162109375,-48.232975006103516,-40.55461883544922,-41.531044006347656,-41.8020133972168,-49.4198112487793,-49.22759246826172,-50.03697967529297,-41.761627197265625,-44.59388732910156,-42.03350830078125,-42.13865280151367,-43.279144287109375,-43.41206359863281,-33.081398010253906,-30.74832534790039,-27.308963775634766
der berater ist jung und lacht,-44.10701370239258,-42.89614486694336,-45.45994186401367,-47.89474868774414,-46.40165328979492,-46.928314208984375,-45.61286926269531,-48.300960540771484,-48.615074157714844,-49.661224365234375,-47.506980895996094,-48.59628677368164,-46.86983108520508,-47.09864807128906,-42.544166564941406,-37.666236877441406,-36.47889709472656,-31.981815338134766
der berater ist jung und lachen,-46.67659378051758,-47.47938919067383,-48.82365417480469,-45.91510772705078,-44.12590408325195,-44.04606246948242,-52.11378860473633,-53.81594467163086,-52.01338195800781,-47.978477478027344,-46.28889465332031,-46.8040771484375,-41.041683197021484,-45.287445068359375,-40.553611755371094,-37.74736785888672,-35.29074478149414,-33.16105270385742
der berater ist jung und spricht,-45.6273078918457,-45.57131576538086,-48.34717559814453,-42.58364486694336,-38.79840850830078,-38.23552322387695,-47.99558639526367,-52.09827423095703,-53.26185607910156,-43.793678283691406,-40.223846435546875,-40.343902587890625,-42.6185417175293,-45.887088775634766,-42.736907958984375,-33.543495178222656,-30.09233856201172,-30.272876739501953
der berater ist jung und sprechen,-48.196617126464844,-50.02968215942383,-51.064762115478516,-45.61677551269531,-41.9241828918457,-41.73561477661133,-51.83226776123047,-57.674774169921875,-53.30333709716797,-46.44159698486328,-43.33503341674805,-43.581939697265625,-42.38051986694336,-44.471397399902344,-45.33137893676758,-31.20901870727539,-26.715496063232422,-26.803749084472656
der berater ist jung und ist klein,-44.03236770629883,-42.45024871826172,-45.343414306640625,-45.36283874511719,-44.33800506591797,-41.970760345458984,-45.64432907104492,-46.59744644165039,-51.3153076171875,-46.265411376953125,-46.422210693359375,-44.76909255981445,-45.1573371887207,-43.26963424682617,-41.59525680541992,-29.649410247802734,-26.816328048706055,-28.168970108032227
der berater ist jung und sind klein,-48.72720718383789,-45.939056396484375,-50.08319091796875,-51.557987213134766,-47.941715240478516,-48.26926803588867,-51.670040130615234,-50.773834228515625,-55.334712982177734,-52.165260314941406,-50.20936965942383,-50.95535659790039,-46.51369094848633,-45.89746856689453,-44.24872970581055,-33.15241622924805,-29.099796295166016,-29.499767303466797
der berater ist jung und ist groß,-43.926692962646484,-41.556068420410156,-45.9609375,-44.01679992675781,-43.67246627807617,-41.53824234008789,-47.203792572021484,-44.61637496948242,-50.689205169677734,-45.111732482910156,-44.61661911010742,-43.81794357299805,-46.20298385620117,-41.39411926269531,-43.43767166137695,-30.8709716796875,-26.91787338256836,-28.684078216552734
der berater ist jung und sind groß,-49.30995559692383,-46.294254302978516,-51.795196533203125,-50.17567825317383,-47.5463752746582,-48.847930908203125,-53.7443733215332,-50.02608871459961,-55.8170166015625,-50.80976104736328,-48.94563674926758,-51.595375061035156,-48.15852355957031,-43.93309020996094,-47.77375793457031,-33.51563262939453,-29.333093643188477,-30.386337280273438
der berater ist jung und ist alt,-43.59751510620117,-42.28102493286133,-44.3656005859375,-45.49007797241211,-44.85142135620117,-43.5443000793457,-44.2916145324707,-46.434600830078125,-49.9837646484375,-46.573394775390625,-46.786231994628906,-45.242271423339844,-37.4013557434082,-41.56370544433594,-39.93268966674805,-29.863813400268555,-27.021438598632812,-28.492080688476562
der berater ist jung und sind alt,-50.39399337768555,-48.09433364868164,-51.56403350830078,-50.940589904785156,-48.97083282470703,-50.79513931274414,-53.35634994506836,-53.89845657348633,-56.43330383300781,-51.991943359375,-51.25086975097656,-52.66204071044922,-41.33025360107422,-44.42906188964844,-43.20417785644531,-33.69483184814453,-29.326736450195312,-29.897384643554688
der berater ist jung und ist jung,-43.37424087524414,-42.189476013183594,-44.08545684814453,-45.453773498535156,-44.91901397705078,-43.01128387451172,-43.34164810180664,-46.79031753540039,-48.57075881958008,-45.56757354736328,-46.590396881103516,-44.38718032836914,-31.38237953186035,-33.41801071166992,-32.281192779541016,-33.52198028564453,-29.70733070373535,-27.94052505493164
der berater ist jung und sind jung,-48.67830276489258,-46.54483413696289,-49.747459411621094,-50.944984436035156,-48.95650863647461,-49.380897521972656,-48.9747428894043,-52.128047943115234,-53.55210494995117,-51.358680725097656,-50.84247589111328,-51.68425369262695,-35.10728073120117,-35.597843170166016,-35.51884078979492,-35.42139434814453,-31.277835845947266,-28.370437622070312
die schriftsteller schwimmen und schwimmen,-35.8151969909668,-34.38788986206055,-33.72467041015625,-33.317604064941406,-39.70362854003906,-36.77003479003906,-41.906402587890625,-36.10242462158203,-32.297916412353516,-36.41936492919922,-39.32280731201172,-38.28926086425781,-33.48158645629883,-39.628231048583984,-38.727027893066406,-41.21663284301758,-38.740665435791016,-40.33853530883789
die schriftsteller schwimmen und schwimmt,-39.81963348388672,-40.06962203979492,-36.877166748046875,-37.88814163208008,-41.64042663574219,-40.72191619873047,-43.99024200439453,-42.2747917175293,-38.53033447265625,-40.286155700683594,-42.239463806152344,-42.81233596801758,-39.37835693359375,-45.43300247192383,-45.03881072998047,-44.3692626953125,-45.60336685180664,-45.11144256591797
die schriftsteller schwimmen und lachen,-39.740516662597656,-37.22489547729492,-36.847259521484375,-36.54744338989258,-41.58511734008789,-36.612022399902344,-45.187252044677734,-37.7352180480957,-32.937339782714844,-39.56895446777344,-43.0789794921875,-38.39167022705078,-42.05119705200195,-44.982887268066406,-46.95362091064453,-45.28800964355469,-43.50590133666992,-45.32363510131836
die schriftsteller schwimmen und lacht,-41.291358947753906,-42.09610366821289,-38.75099563598633,-42.49723434448242,-46.63736343383789,-42.69629669189453,-47.128360748291016,-44.252986907958984,-36.58818054199219,-44.12652587890625,-47.58051300048828,-45.07749557495117,-46.82881164550781,-49.52248001098633,-50.36106491088867,-45.49387741088867,-44.67914581298828,-44.67618179321289
