sentence,fr_childes_best_clm_42,fr_childes_best_clm_30,fr_childes_best_clm_13,fr_wikipedia_best_clm_42,fr_wikipedia_best_clm_30,fr_wikipedia_best_clm_13,fr_childes_convergence_clm_42,fr_childes_convergence_clm_30,fr_childes_convergence_clm_13,fr_wikipedia_convergence_clm_42,fr_wikipedia_convergence_clm_30,fr_wikipedia_convergence_clm_13,fr_wikipedia_best_mlm_42,fr_wikipedia_best_mlm_30,fr_wikipedia_best_mlm_13,fr_childes_best_mlm_42,fr_childes_best_mlm_30,fr_childes_best_mlm_13
les gardes sont vieux,-27.344970703125,-29.667083740234375,-27.914352416992188,-24.966154098510742,-22.675439834594727,-23.42577362060547,-37.691253662109375,-35.57102584838867,-29.716657638549805,-28.746746063232422,-27.14552116394043,-28.031749725341797,-19.53986930847168,-21.45279312133789,-16.707149505615234,-34.87560272216797,-29.610448837280273,-30.623783111572266
les gardes est vieux,-32.00841522216797,-30.31032943725586,-27.139219284057617,-30.477216720581055,-27.37093734741211,-29.58978843688965,-41.10004806518555,-38.31747817993164,-31.947891235351562,-35.50059509277344,-32.10072708129883,-34.72456741333008,-24.78594398498535,-25.86867904663086,-21.938987731933594,-39.1523323059082,-37.09363555908203,-34.989112854003906
les gardes sont jeunes,-32.23336410522461,-33.78329086303711,-34.847381591796875,-22.637311935424805,-23.06122589111328,-22.921173095703125,-42.9875602722168,-44.91557312011719,-39.32357406616211,-24.905597686767578,-28.057191848754883,-25.94442367553711,-19.28862762451172,-22.04955291748047,-18.450443267822266,-40.37223815917969,-35.51837158203125,-34.303558349609375
les gardes est jeune,-34.80187225341797,-31.859891891479492,-30.134214401245117,-28.785602569580078,-28.070114135742188,-29.572147369384766,-42.31380081176758,-40.448551177978516,-38.62590026855469,-31.285934448242188,-32.87291717529297,-33.582035064697266,-23.467041015625,-25.75182342529297,-20.343582153320312,-42.64076232910156,-43.81776428222656,-39.850311279296875
les gardes sont petits,-26.085060119628906,-27.20049285888672,-27.320343017578125,-21.25487518310547,-23.16944694519043,-21.286155700683594,-38.48862075805664,-35.136741638183594,-33.521305084228516,-24.183778762817383,-25.5866756439209,-23.361652374267578,-17.367467880249023,-19.491201400756836,-14.167581558227539,-29.45879364013672,-25.735671997070312,-25.460166931152344
les gardes est petit,-29.8598690032959,-29.463706970214844,-26.096363067626953,-26.769384384155273,-26.24993133544922,-26.571998596191406,-34.44310760498047,-36.26051712036133,-32.164737701416016,-31.793865203857422,-30.115753173828125,-28.796030044555664,-21.734817504882812,-23.344100952148438,-18.337921142578125,-32.88771057128906,-33.03501510620117,-29.402435302734375
les gardes sont grands,-25.06865882873535,-27.03567123413086,-26.618446350097656,-21.30931854248047,-20.954477310180664,-20.608251571655273,-38.394283294677734,-33.052921295166016,-31.051353454589844,-23.90865707397461,-24.88468360900879,-23.269678115844727,-17.927722930908203,-16.634552001953125,-13.615514755249023,-27.58769416809082,-22.618576049804688,-24.56552505493164
les gardes est grand,-31.05600357055664,-29.75393295288086,-27.727304458618164,-27.999889373779297,-26.228315353393555,-26.56686019897461,-40.66340637207031,-40.28883361816406,-33.01462173461914,-32.924842834472656,-30.433441162109375,-30.146759033203125,-23.320350646972656,-21.370262145996094,-21.234033584594727,-33.35991287231445,-34.634979248046875,-32.7364501953125
les gardes déménagent,-30.397375106811523,-29.40764808654785,-27.97197151184082,-57.35117721557617,-67.7427749633789,-53.827911376953125,-42.750003814697266,-34.604461669921875,-33.436241149902344,-56.88623046875,-78.43807983398438,-74.29719543457031,-75.6005859375,-78.24232482910156,-78.56407165527344,-37.38418960571289,-39.261043548583984,-40.81937789916992
les gardes déménage,-28.671276092529297,-27.28200912475586,-27.307449340820312,-57.0888786315918,-64.46538543701172,-56.88572311401367,-45.46200942993164,-39.03358459472656,-39.47162628173828,-61.15226364135742,-72.02555847167969,-73.0860595703125,-76.88733673095703,-73.2544174194336,-75.11398315429688,-33.18764114379883,-33.78032684326172,-38.7375602722168
les gardes parlent,-23.153167724609375,-24.408597946166992,-24.444923400878906,-16.078018188476562,-18.79463005065918,-18.37342071533203,-31.501785278320312,-33.729610443115234,-30.457626342773438,-15.968905448913574,-20.79775619506836,-20.444082260131836,-18.000593185424805,-18.56255531311035,-17.261852264404297,-30.985424041748047,-29.513961791992188,-32.21583557128906
les gardes parle,-21.84542465209961,-23.710275650024414,-22.754051208496094,-24.33599090576172,-24.037921905517578,-21.74937629699707,-27.176368713378906,-29.036808013916016,-25.753873825073242,-26.098499298095703,-28.420089721679688,-26.721973419189453,-17.854354858398438,-22.165834426879883,-19.928884506225586,-34.58906555175781,-38.51020050048828,-37.93715286254883
les gardes retournent,-25.254615783691406,-29.192615509033203,-24.875545501708984,-21.823272705078125,-20.142696380615234,-23.95572280883789,-29.872360229492188,-36.73157501220703,-33.901737213134766,-22.742055892944336,-20.645729064941406,-25.217933654785156,-20.689254760742188,-22.57464599609375,-21.61213493347168,-34.36116027832031,-32.301727294921875,-37.40559768676758
les gardes retourne,-20.82347869873047,-24.749849319458008,-21.33466148376465,-27.396270751953125,-25.782724380493164,-28.72299575805664,-26.41543960571289,-31.60452651977539,-23.019359588623047,-30.793365478515625,-30.797916412353516,-35.60481643676758,-21.723037719726562,-23.81332778930664,-22.00900650024414,-29.286441802978516,-24.653274536132812,-29.22911834716797
les ministres sont vieux,-25.820295333862305,-23.503623962402344,-24.420413970947266,-25.12688446044922,-24.838735580444336,-23.993724822998047,-38.645355224609375,-17.962848663330078,-27.674280166625977,-28.33880615234375,-28.922250747680664,-27.24512481689453,-27.608135223388672,-26.28643035888672,-24.452964782714844,-42.28141403198242,-36.88882064819336,-43.70213317871094
les ministres est vieux,-30.78960609436035,-25.44862174987793,-27.320165634155273,-29.15032958984375,-30.99285888671875,-28.58859634399414,-46.28437042236328,-24.404491424560547,-31.317935943603516,-32.173683166503906,-37.74279022216797,-34.10105514526367,-33.78779602050781,-32.918601989746094,-30.613048553466797,-45.140342712402344,-40.64088439941406,-45.46224594116211
les ministres sont jeunes,-31.59726905822754,-28.345779418945312,-31.490436553955078,-23.651229858398438,-22.860551834106445,-23.76154136657715,-47.75859832763672,-27.104320526123047,-33.381805419921875,-23.99329376220703,-26.247142791748047,-24.821508407592773,-27.464279174804688,-22.59669303894043,-26.55022430419922,-57.782936096191406,-46.89858627319336,-56.72377014160156
les ministres est jeune,-32.65283203125,-26.611770629882812,-29.145401000976562,-27.731685638427734,-28.912487030029297,-28.336143493652344,-46.11418533325195,-26.60858726501465,-32.897178649902344,-29.373390197753906,-31.05773162841797,-31.24181365966797,-30.181716918945312,-28.624000549316406,-26.556434631347656,-49.700172424316406,-41.06195068359375,-51.3699951171875
les ministres sont petits,-24.76930809020996,-23.243741989135742,-22.22972297668457,-22.467491149902344,-23.299654006958008,-22.544292449951172,-37.62258529663086,-22.377933502197266,-23.499338150024414,-22.27107810974121,-22.717998504638672,-22.17443084716797,-27.991806030273438,-26.098098754882812,-25.805713653564453,-40.23430633544922,-38.66224670410156,-41.538330078125
les ministres est petit,-29.20171546936035,-26.40493392944336,-26.152135848999023,-27.13191032409668,-27.39185905456543,-25.621952056884766,-43.09170150756836,-26.79276466369629,-27.679901123046875,-28.219482421875,-29.24771499633789,-26.48215103149414,-33.236610412597656,-32.358245849609375,-27.61990737915039,-44.93218994140625,-39.43706512451172,-45.06330108642578
les ministres sont grands,-23.81972312927246,-22.73347282409668,-22.409812927246094,-21.95417022705078,-21.32880210876465,-22.009803771972656,-33.82500076293945,-15.791520118713379,-24.457307815551758,-21.024045944213867,-22.03960418701172,-22.1057071685791,-22.84231948852539,-19.577590942382812,-21.298786163330078,-40.187076568603516,-38.34379196166992,-42.98148727416992
les ministres est grand,-29.54522132873535,-26.430795669555664,-27.1886043548584,-27.609817504882812,-27.13064956665039,-25.798032760620117,-44.78398513793945,-26.40452766418457,-31.348133087158203,-30.605005264282227,-31.884244918823242,-29.044862747192383,-27.257375717163086,-24.931915283203125,-25.3477840423584,-45.88256072998047,-40.43606185913086,-48.72910690307617
les ministres déménagent,-31.04186248779297,-31.1387939453125,-31.181262969970703,-55.71644973754883,-60.839073181152344,-54.98073196411133,-38.552364349365234,-29.78857421875,-33.886192321777344,-52.233211517333984,-75.49935913085938,-72.5866928100586,-72.58126068115234,-77.9486083984375,-80.38673400878906,-42.5357780456543,-41.72199630737305,-51.53052520751953
les ministres déménage,-28.160072326660156,-27.646228790283203,-26.884592056274414,-55.38337707519531,-59.77702331542969,-58.16313171386719,-42.77393341064453,-28.330049514770508,-32.59197235107422,-57.826690673828125,-72.72379302978516,-71.29742431640625,-75.59778594970703,-74.060791015625,-79.24794006347656,-42.617740631103516,-37.54936218261719,-47.2962646484375
les ministres parlent,-22.368186950683594,-22.427820205688477,-24.315383911132812,-19.77738380432129,-16.236961364746094,-19.53912353515625,-32.327816009521484,-19.81893539428711,-24.6157169342041,-20.325199127197266,-17.79648208618164,-20.497411727905273,-25.44024658203125,-22.994901657104492,-21.452070236206055,-39.919673919677734,-39.431304931640625,-45.918678283691406
les ministres parle,-24.84619903564453,-25.028709411621094,-24.786197662353516,-22.2221622467041,-19.80797004699707,-21.895498275756836,-34.350406646728516,-27.41517448425293,-25.44835662841797,-23.496620178222656,-21.38345718383789,-25.039833068847656,-24.51022720336914,-24.225494384765625,-24.936687469482422,-44.79022216796875,-40.080970764160156,-46.67710494995117
les ministres retournent,-26.658212661743164,-26.766006469726562,-26.26434898376465,-20.957210540771484,-19.41000747680664,-21.14765739440918,-37.30487823486328,-25.70195198059082,-34.845645904541016,-23.49262046813965,-23.54339027404785,-21.955713272094727,-22.506698608398438,-19.980993270874023,-16.9787540435791,-41.86616134643555,-38.24562072753906,-46.130104064941406
les ministres retourne,-25.600128173828125,-24.66675567626953,-24.847843170166016,-25.479360580444336,-24.18691062927246,-26.7766056060791,-41.041194915771484,-19.583078384399414,-28.405902862548828,-27.800260543823242,-25.6229305267334,-30.224653244018555,-29.017141342163086,-20.678537368774414,-23.784320831298828,-43.64884948730469,-42.71172332763672,-48.61613845825195
les cadres sont vieux,-25.0704345703125,-24.211669921875,-22.53746795654297,-22.79634666442871,-21.49531364440918,-22.033220291137695,-31.850648880004883,-25.668781280517578,-27.504304885864258,-23.859939575195312,-24.187395095825195,-23.363494873046875,-20.53007698059082,-21.073091506958008,-19.83222198486328,-34.3013916015625,-31.373573303222656,-32.820762634277344
les cadres est vieux,-28.399002075195312,-25.92412567138672,-26.031017303466797,-27.645893096923828,-27.933963775634766,-26.906978607177734,-39.67521667480469,-32.93737030029297,-31.431243896484375,-28.077945709228516,-32.60731506347656,-27.699649810791016,-26.542762756347656,-26.054893493652344,-25.41933822631836,-37.8477783203125,-32.889530181884766,-31.931190490722656
les cadres sont jeunes,-30.381189346313477,-28.018415451049805,-27.78862190246582,-21.001834869384766,-21.698461532592773,-21.442855834960938,-36.634254455566406,-30.958927154541016,-30.596782684326172,-20.037944793701172,-23.89165496826172,-20.57988929748535,-19.931751251220703,-20.542377471923828,-20.412776947021484,-42.41169738769531,-34.553401947021484,-37.65913009643555
les cadres est jeune,-30.069290161132812,-27.249162673950195,-27.6134033203125,-26.669876098632812,-27.87856101989746,-26.69504737854004,-41.41089630126953,-34.62936782836914,-33.38616180419922,-23.96707534790039,-31.640512466430664,-27.735469818115234,-24.022424697875977,-23.742206573486328,-21.973440170288086,-38.945945739746094,-37.040565490722656,-35.07912063598633
les cadres sont petits,-23.981534957885742,-23.212690353393555,-20.105579376220703,-19.388713836669922,-20.75493812561035,-19.995376586914062,-31.63947296142578,-28.98285675048828,-18.39776611328125,-20.299373626708984,-19.956607818603516,-20.632686614990234,-16.93361473083496,-17.949495315551758,-16.661773681640625,-33.96214294433594,-33.14390182495117,-27.25986099243164
les cadres est petit,-27.76519012451172,-26.627870559692383,-23.30542755126953,-24.92717742919922,-25.67778205871582,-24.00505256652832,-36.84328842163086,-33.341800689697266,-21.878631591796875,-24.560161590576172,-28.64042091369629,-24.56501579284668,-23.077884674072266,-21.85692596435547,-20.724449157714844,-36.38785171508789,-31.960765838623047,-30.876487731933594
les cadres sont grands,-23.617149353027344,-22.162097930908203,-19.6634521484375,-19.184112548828125,-19.03196144104004,-18.767658233642578,-30.020673751831055,-24.692148208618164,-21.138320922851562,-19.20198631286621,-19.394474029541016,-19.273956298828125,-17.415664672851562,-16.9671688079834,-15.400981903076172,-30.71517562866211,-28.972721099853516,-26.879444122314453
les cadres est grand,-27.80929946899414,-25.786420822143555,-24.79539680480957,-25.569927215576172,-26.54431915283203,-24.231220245361328,-38.031070709228516,-35.48385238647461,-27.463756561279297,-26.967666625976562,-30.36977767944336,-27.079509735107422,-23.395524978637695,-21.941669464111328,-21.961393356323242,-34.746482849121094,-31.849761962890625,-33.793331146240234
les cadres déménagent,-29.594524383544922,-28.680850982666016,-28.249473571777344,-59.65083312988281,-62.73109436035156,-55.80004119873047,-31.618101119995117,-30.167734146118164,-25.81735610961914,-55.500732421875,-75.7837905883789,-76.49827575683594,-77.4190444946289,-78.08440399169922,-77.93338775634766,-33.55425262451172,-35.82136917114258,-39.77215576171875
les cadres déménage,-26.312597274780273,-27.70587730407715,-25.37909507751465,-58.773948669433594,-61.222740173339844,-57.308143615722656,-34.79255294799805,-32.323272705078125,-30.916126251220703,-59.44048309326172,-70.58777618408203,-71.73423767089844,-79.40911865234375,-74.73202514648438,-75.7706298828125,-35.52458953857422,-34.229286193847656,-36.37937927246094
les cadres parlent,-21.304309844970703,-21.6722412109375,-21.939882278442383,-18.135387420654297,-21.85909652709961,-19.323593139648438,-26.735824584960938,-26.65780258178711,-21.277109146118164,-21.442596435546875,-26.526906967163086,-22.363319396972656,-17.476741790771484,-16.53302764892578,-17.666170120239258,-29.286359786987305,-26.01740264892578,-32.19052505493164
les cadres parle,-23.15226173400879,-24.349231719970703,-23.481334686279297,-25.03618812561035,-25.595335006713867,-21.704219818115234,-25.668128967285156,-30.350522994995117,-22.67852020263672,-28.276226043701172,-32.53330993652344,-19.975082397460938,-19.169437408447266,-22.012107849121094,-20.72136688232422,-34.16563415527344,-29.409400939941406,-32.63467025756836
les cadres retournent,-25.500242233276367,-25.32996368408203,-23.533859252929688,-22.8961181640625,-20.616682052612305,-21.207948684692383,-32.91284942626953,-30.421764373779297,-25.843414306640625,-24.6861572265625,-22.111740112304688,-21.667116165161133,-19.857952117919922,-23.153486251831055,-20.78321647644043,-36.803470611572266,-29.357481002807617,-36.652320861816406
les cadres retourne,-23.471038818359375,-22.815460205078125,-22.441020965576172,-27.891395568847656,-24.830520629882812,-26.182769775390625,-27.348480224609375,-28.150550842285156,-23.439651489257812,-31.579864501953125,-30.646400451660156,-32.38496398925781,-22.886444091796875,-21.313594818115234,-23.193687438964844,-30.596750259399414,-27.07715606689453,-30.003019332885742
les adjoints sont vieux,-37.93271255493164,-33.04267120361328,-33.95979309082031,-18.199384689331055,-19.354408264160156,-21.780370712280273,-42.643917083740234,-30.19241714477539,-35.751949310302734,-26.026220321655273,-21.567184448242188,-23.099794387817383,-23.611223220825195,-28.672176361083984,-22.875545501708984,-49.75920867919922,-44.74696350097656,-52.84981918334961
les adjoints est vieux,-41.21748733520508,-34.19300842285156,-37.036537170410156,-23.623950958251953,-24.244937896728516,-27.485050201416016,-45.5016975402832,-33.860782623291016,-33.215946197509766,-32.308834075927734,-27.91684341430664,-26.4171142578125,-29.883920669555664,-31.885257720947266,-26.589134216308594,-51.07233810424805,-52.183349609375,-52.811302185058594
les adjoints sont jeunes,-42.25138854980469,-38.27785873413086,-39.60932922363281,-16.185266494750977,-19.371402740478516,-21.192216873168945,-43.06731414794922,-39.32456588745117,-46.51691436767578,-20.7700138092041,-20.419240951538086,-21.996440887451172,-22.02607536315918,-26.553565979003906,-22.67618179321289,-58.297828674316406,-52.18705368041992,-58.90003967285156
les adjoints est jeune,-41.33260726928711,-35.58692932128906,-39.46127700805664,-21.717361450195312,-22.85141372680664,-27.313053131103516,-41.11164474487305,-37.21438217163086,-38.06507873535156,-25.096242904663086,-25.671737670898438,-26.479400634765625,-25.84860610961914,-27.952674865722656,-25.342201232910156,-53.064056396484375,-53.401756286621094,-53.54402542114258
les adjoints sont petits,-36.52893829345703,-32.477779388427734,-31.433124542236328,-15.262496948242188,-18.458045959472656,-19.37843132019043,-38.429080963134766,-33.81136703491211,-33.7626838684082,-19.76803970336914,-16.61829948425293,-19.71345329284668,-20.823747634887695,-25.57453727722168,-19.674867630004883,-47.45310592651367,-48.08641052246094,-49.632041931152344
les adjoints est petit,-38.531951904296875,-34.93861770629883,-33.97618865966797,-21.225555419921875,-21.346885681152344,-24.486064910888672,-36.97393798828125,-39.684017181396484,-30.284887313842773,-26.98733139038086,-23.065948486328125,-23.5028076171875,-26.231903076171875,-28.702293395996094,-22.210952758789062,-48.56535339355469,-53.0975341796875,-51.67286682128906
les adjoints sont grands,-35.50728225708008,-32.35721969604492,-31.090473175048828,-14.472772598266602,-16.85604476928711,-18.9594669342041,-37.320465087890625,-30.839454650878906,-33.461483001708984,-18.628429412841797,-15.925710678100586,-20.22734260559082,-20.38772964477539,-23.65688705444336,-19.05295753479004,-45.32365798950195,-43.24586868286133,-47.657203674316406
les adjoints est grand,-39.31248474121094,-34.40869903564453,-36.06361389160156,-21.437999725341797,-21.999576568603516,-24.896512985229492,-41.605899810791016,-38.97991943359375,-34.936397552490234,-28.274192810058594,-25.21441650390625,-27.23685073852539,-27.10006332397461,-26.69361114501953,-24.530025482177734,-49.08102035522461,-51.28978729248047,-54.726173400878906
les adjoints déménagent,-40.99223709106445,-36.28510284423828,-37.31770706176758,-51.84291458129883,-61.317832946777344,-52.468360900878906,-41.23698806762695,-37.031463623046875,-36.87483215332031,-49.96344757080078,-73.32847595214844,-65.58818817138672,-71.5201644897461,-81.8927001953125,-78.09285736083984,-47.51499557495117,-48.05840301513672,-54.72006607055664
les adjoints déménage,-38.33823776245117,-33.980751037597656,-35.22201156616211,-51.03642272949219,-59.95872497558594,-55.866737365722656,-50.221065521240234,-34.81651306152344,-43.72907638549805,-55.70979690551758,-69.63818359375,-64.99097442626953,-75.22645568847656,-78.0718765258789,-76.0341567993164,-51.106300354003906,-49.4813232421875,-51.93041229248047
les adjoints parlent,-36.003211975097656,-31.819072723388672,-32.446102142333984,-12.495956420898438,-15.238324165344238,-15.194326400756836,-35.44365692138672,-30.114776611328125,-32.82170867919922,-17.287099838256836,-17.153369903564453,-17.76336669921875,-19.797317504882812,-22.471569061279297,-20.154369354248047,-49.38168716430664,-44.74115753173828,-51.023780822753906
les adjoints parle,-35.67384719848633,-33.58879470825195,-33.131492614746094,-17.778217315673828,-18.877241134643555,-20.70436668395996,-33.979591369628906,-33.80001449584961,-30.866241455078125,-20.0517578125,-22.04824447631836,-24.871829986572266,-23.331584930419922,-28.191287994384766,-26.010604858398438,-48.85767364501953,-49.893943786621094,-51.00128936767578
les adjoints retournent,-39.36540222167969,-34.83152389526367,-34.25025177001953,-14.909737586975098,-13.078363418579102,-19.664846420288086,-44.69216537475586,-36.16893005371094,-37.27976608276367,-17.669069290161133,-18.25695037841797,-19.883377075195312,-20.99048614501953,-27.07950782775879,-22.736909866333008,-51.249385833740234,-51.798095703125,-53.44847106933594
les adjoints retourne,-35.26926803588867,-32.096683502197266,-31.65734100341797,-20.188570022583008,-20.88083267211914,-27.05782699584961,-38.75643539428711,-31.857250213623047,-31.29939079284668,-27.959087371826172,-27.834583282470703,-30.379369735717773,-23.326595306396484,-25.23609733581543,-22.343597412109375,-44.411746978759766,-44.24113464355469,-51.231475830078125
les chauffeurs de taxi sont vieux,-47.6879768371582,-44.939395904541016,-44.61280822753906,-34.889625549316406,-32.1068000793457,-35.37574768066406,-62.71812057495117,-55.37778091430664,-54.515586853027344,-37.710296630859375,-32.302242279052734,-30.37449836730957,-39.61125564575195,-30.798110961914062,-33.29728698730469,-61.42859649658203,-42.501243591308594,-43.221160888671875
les chauffeurs de taxi est vieux,-45.96402359008789,-42.91866683959961,-42.60724639892578,-35.162105560302734,-36.82061004638672,-37.597373962402344,-58.27688980102539,-52.90397644042969,-54.12278747558594,-35.724788665771484,-34.320411682128906,-31.960906982421875,-42.14124298095703,-34.642417907714844,-37.185794830322266,-62.89166259765625,-44.84306716918945,-42.307682037353516
les chauffeurs de taxi sont jeunes,-51.9931755065918,-50.5244255065918,-50.60070037841797,-33.566184997558594,-31.766979217529297,-34.02566146850586,-70.05441284179688,-71.42958068847656,-62.57952880859375,-33.76910400390625,-31.327741622924805,-26.98369026184082,-37.90562057495117,-30.577823638916016,-35.182315826416016,-67.41468811035156,-53.35517501831055,-54.82713317871094
les chauffeurs de taxi est jeune,-46.81772994995117,-42.99679183959961,-43.647193908691406,-33.52088165283203,-37.101158142089844,-36.466129302978516,-58.92782211303711,-55.07373046875,-55.31951141357422,-32.10438919067383,-35.59016799926758,-30.70041847229004,-39.4014892578125,-34.540924072265625,-36.055259704589844,-63.5526123046875,-47.602012634277344,-46.70183563232422
les chauffeurs de taxi sont petits,-45.87801742553711,-43.628055572509766,-44.67273712158203,-31.535560607910156,-30.58892059326172,-32.804298400878906,-62.92520523071289,-57.00506591796875,-51.67350769042969,-33.254764556884766,-28.24007225036621,-24.851905822753906,-33.596946716308594,-28.132659912109375,-30.09910011291504,-60.08220672607422,-44.7028923034668,-39.350067138671875
les chauffeurs de taxi est petit,-45.47613525390625,-44.2600212097168,-43.54711151123047,-33.414791107177734,-34.030921936035156,-34.97742462158203,-61.62457275390625,-54.84715270996094,-54.59275817871094,-33.0866584777832,-33.12030792236328,-29.95848274230957,-36.967124938964844,-31.7620849609375,-32.949798583984375,-62.42258071899414,-47.597862243652344,-40.72461700439453
les chauffeurs de taxi sont grands,-44.71780776977539,-42.97275924682617,-44.029327392578125,-31.411104202270508,-29.63166046142578,-32.39595413208008,-57.04930114746094,-53.21050262451172,-50.28443145751953,-31.368118286132812,-28.40422248840332,-24.924413681030273,-35.131370544433594,-27.177282333374023,-29.039657592773438,-59.821510314941406,-43.44810485839844,-39.06102752685547
les chauffeurs de taxi est grand,-44.3547477722168,-43.042598724365234,-42.268829345703125,-33.4013671875,-35.256832122802734,-35.500328063964844,-61.43098831176758,-56.71501922607422,-51.35124206542969,-31.092294692993164,-35.54020690917969,-30.644996643066406,-37.76780319213867,-31.600875854492188,-34.38948440551758,-62.10490798950195,-46.92556381225586,-40.683048248291016
les chauffeurs de taxi déménagent,-51.051979064941406,-49.19400405883789,-50.21482849121094,-78.45755004882812,-85.8960952758789,-67.94398498535156,-63.087242126464844,-60.691959381103516,-60.87654113769531,-79.6417236328125,-96.40576934814453,-80.7523422241211,-89.67510986328125,-91.95989990234375,-89.53422546386719,-57.20594024658203,-53.15447235107422,-47.58835220336914
les chauffeurs de taxi déménage,-47.18356704711914,-43.67862319946289,-44.25843811035156,-76.3927230834961,-83.63892364501953,-69.92627716064453,-64.52555084228516,-54.11591339111328,-61.326812744140625,-84.1519775390625,-92.45928192138672,-77.59432220458984,-93.41203308105469,-88.0744857788086,-87.99432373046875,-53.03893280029297,-46.7568359375,-39.615230560302734
les chauffeurs de taxi parlent,-43.53162384033203,-41.414398193359375,-43.27167510986328,-24.17729949951172,-27.839832305908203,-30.60165786743164,-58.820701599121094,-55.960166931152344,-53.573387145996094,-23.6401309967041,-22.188261032104492,-25.742982864379883,-38.62495803833008,-33.19427490234375,-35.34479522705078,-45.508636474609375,-45.32560348510742,-42.86308288574219
les chauffeurs de taxi parle,-42.97081756591797,-40.87781524658203,-40.103309631347656,-28.942703247070312,-29.479320526123047,-33.485572814941406,-58.63627243041992,-52.12627410888672,-51.23231506347656,-26.043811798095703,-30.495119094848633,-29.273204803466797,-36.555419921875,-31.149948120117188,-32.93324279785156,-47.44798278808594,-45.033660888671875,-38.495269775390625
les chauffeurs de taxi retournent,-48.167396545410156,-47.3772087097168,-45.95787048339844,-31.974895477294922,-27.198993682861328,-30.989463806152344,-69.50818634033203,-65.91059112548828,-56.72515869140625,-30.852128982543945,-23.12417221069336,-24.674741744995117,-44.12763977050781,-37.435546875,-42.96448516845703,-50.23686981201172,-45.304840087890625,-41.74144744873047
les chauffeurs de taxi retourne,-45.56022644042969,-42.41377258300781,-39.86418151855469,-33.999534606933594,-30.778945922851562,-37.321224212646484,-65.15461730957031,-54.87590026855469,-51.1845703125,-35.15736389160156,-28.757047653198242,-36.75801086425781,-41.000362396240234,-34.555442810058594,-39.22090148925781,-53.197078704833984,-45.949581146240234,-39.550132751464844
les danseurs sont vieux,-35.382442474365234,-38.74190902709961,-32.9640998840332,-24.511781692504883,-22.98394012451172,-24.23070526123047,-47.79694366455078,-47.15959167480469,-40.88286590576172,-28.537979125976562,-27.625598907470703,-26.542381286621094,-25.99618148803711,-23.947973251342773,-24.633087158203125,-44.48052215576172,-39.146690368652344,-35.73396682739258
les danseurs est vieux,-38.84980773925781,-39.768653869628906,-35.76558303833008,-30.658382415771484,-29.372543334960938,-32.128395080566406,-49.95817184448242,-51.80400848388672,-44.017555236816406,-34.640953063964844,-36.705665588378906,-36.30268478393555,-30.142410278320312,-30.06216049194336,-29.461462020874023,-49.16316223144531,-42.687904357910156,-38.04433059692383
les danseurs sont jeunes,-39.308860778808594,-42.5268440246582,-39.584266662597656,-22.814619064331055,-23.311687469482422,-23.257896423339844,-57.370384216308594,-58.12116622924805,-47.21015167236328,-23.434219360351562,-28.524456024169922,-23.785114288330078,-23.608688354492188,-19.767963409423828,-23.405254364013672,-52.707298278808594,-48.079471588134766,-44.386375427246094
les danseurs est jeune,-40.250221252441406,-40.35584259033203,-37.086082458496094,-27.578750610351562,-27.43467140197754,-30.26132583618164,-52.832237243652344,-53.43781280517578,-43.49517059326172,-29.202648162841797,-31.510845184326172,-32.50221252441406,-22.935699462890625,-22.141685485839844,-21.924434661865234,-52.96610641479492,-51.21531677246094,-45.34832763671875
les danseurs sont petits,-32.03941345214844,-36.13347625732422,-31.096534729003906,-22.657875061035156,-22.97635269165039,-22.180252075195312,-46.372013092041016,-45.82779312133789,-37.94420623779297,-24.698440551757812,-26.025569915771484,-22.34572982788086,-23.765209197998047,-22.656478881835938,-23.394594192504883,-44.98280334472656,-40.975982666015625,-34.92005920410156
les danseurs est petit,-36.612632751464844,-38.80176544189453,-33.62737274169922,-27.868738174438477,-27.076332092285156,-28.834957122802734,-49.21773147583008,-49.17506408691406,-37.53348159790039,-32.639747619628906,-32.60797119140625,-29.89637565612793,-26.701683044433594,-26.175086975097656,-24.05755043029785,-48.63334655761719,-45.52510070800781,-38.94002151489258
les danseurs sont grands,-31.575374603271484,-35.5617790222168,-30.000110626220703,-22.30492401123047,-21.11231231689453,-21.8189697265625,-43.89115905761719,-43.30645751953125,-33.845863342285156,-22.924514770507812,-23.315757751464844,-22.133495330810547,-22.49767303466797,-18.852066040039062,-20.129276275634766,-48.743675231933594,-40.25542068481445,-35.94329071044922
les danseurs est grand,-36.56324005126953,-38.360774993896484,-33.83502197265625,-28.8985538482666,-27.34740447998047,-27.97696304321289,-52.32997131347656,-53.08811569213867,-37.405826568603516,-34.66600036621094,-33.78171920776367,-30.89809226989746,-26.137556076049805,-24.478910446166992,-26.316272735595703,-47.41037368774414,-44.94129180908203,-38.67277526855469
les danseurs déménagent,-37.06652069091797,-40.462467193603516,-36.24762725830078,-55.462581634521484,-63.44635772705078,-51.099098205566406,-45.268798828125,-43.956871032714844,-39.486724853515625,-57.51299285888672,-70.07501220703125,-73.97904968261719,-70.32682800292969,-80.13319396972656,-80.10791015625,-44.194644927978516,-43.838661193847656,-45.131683349609375
